1,276,643,282,303,20472
2,282,303,335,358,10091
3,453,415,484,554,10660
4,484,554,274,537,11081
5,274,537,169,263,13047
6,169,263,336,71,56
8,625,269,408,673,2322
9,408,673,166,531,14421
10,166,531,140,262,2684
16,551,56,580,304,36
17,580,304,546,511,50
18,546,511,362,735,47
19,362,735,141,427,8792
20,141,427,116,545,9
21,116,546,369,612,13821
22,369,612,499,270,23315
23,499,270,192,128,6033
24,193,128,111,228,16
25,111,228,196,692,5976
26,196,692,349,572,1521
27,349,572,379,275,21725
28,379,275,212,250,861
29,231,303,221,413,333
30,231,418,263,637,17169
31,217,595,101,518,7330
32,125,506,109,427,13
36,123,741,471,782,60
37,461,741,551,546,62
38,569,411,433,244,5204
39,386,288,294,461,22374
40,316,520,486,497,14203
41,452,528,443,551,2113
42,419,520,258,561,12984
43,301,581,383,692,1785
46,588,314,530,185,18
47,511,192,374,100,20
48,362,135,190,233,49
49,142,293,118,359,9
50,164,355,362,407,8263
56,278,288,440,364,14374
57,467,417,499,668,9513
58,475,626,85,649,3945
59,101,684,142,845,23
